date,Brent Futures Adj Close,Brent Futures Volume,Actual,Predicted
2013-12-26,111.9800033569336,1241.0,99.61,97.16698
2013-12-27,112.18000030517578,5381.0,100.19,96.82541
2013-12-30,111.20999908447266,3396.0,99.25,96.92274
2013-12-31,110.8000030517578,2383.0,98.66,97.02415
2014-01-02,107.77999877929688,5131.0,95.57,96.74786
2014-01-03,106.88999938964844,5641.0,94.21,96.51466
2014-01-06,106.7300033569336,7015.0,93.71,96.79143
2014-01-07,107.3499984741211,4075.0,93.8,94.91821
2014-01-08,107.1500015258789,5124.0,92.46,93.75572
2014-01-09,106.38999938964844,3715.0,92.26,93.83326
2014-01-10,107.25,4589.0,92.78,93.701805
2014-01-13,106.75,3669.0,91.52,93.84287
2014-01-14,106.38999938964844,3983.0,92.48,93.915436
2014-01-15,107.12999725341795,3169.0,94.37,93.49716
2014-01-16,107.08999633789062,115.0,94.03,94.731926
2014-01-17,107.05999755859376,7458.0,94.19,94.287895
2014-01-22,108.2699966430664,5573.0,96.8,94.68354
2014-01-23,107.58000183105467,6494.0,97.48,94.879265
2014-01-24,107.87999725341795,7550.0,97.48,95.89341
2014-01-27,106.69000244140624,5447.0,95.86,96.23937
2014-01-28,107.41000366210938,5708.0,95.86,96.50345
2014-01-29,107.8499984741211,5192.0,97.28,95.77134
2014-01-30,107.9499969482422,5144.0,97.28,95.18208
2014-01-31,106.4000015258789,6123.0,97.44,95.38618
2014-02-03,106.04000091552734,6629.0,97.44,95.81844
2014-02-04,105.77999877929688,3583.0,97.45000000000002,94.58274
2014-02-05,106.25,4243.0,97.45000000000002,96.3032
2014-02-06,107.19000244140624,4889.0,97.85,95.46127
2014-02-07,109.56999969482422,6885.0,100.02,95.84647
2014-02-10,108.62999725341795,5009.0,100.15,95.73505
2014-02-11,108.68000030517578,4010.0,99.92,96.89454
2014-02-12,108.79000091552734,3784.0,100.3,97.73995
2014-02-13,108.7300033569336,467.0,100.27,98.38431
2014-02-14,108.7300033569336,5560.0,100.37,97.97959
2014-02-19,110.47000122070312,4749.0,103.72,97.65528
2014-02-20,110.3000030517578,5272.0,103.09,98.20998
2014-02-21,109.8499984741211,4938.0,102.43,99.278206
2014-02-24,110.63999938964844,4272.0,103.0,99.19493
2014-02-25,109.51000213623048,5613.0,102.38,98.57682
2014-02-26,109.5199966430664,5701.0,102.67,98.35325
2014-02-27,108.95999908447266,5476.0,102.3,98.75083
2014-02-28,109.06999969482422,5667.0,102.56,98.46409
2014-03-03,111.1999969482422,8433.0,104.78,97.97893
2014-03-04,109.3000030517578,6049.0,103.23,98.45788
2014-03-05,107.76000213623048,6452.0,101.35,98.002235
2014-03-06,108.0999984741211,7905.0,101.8,99.262764
2014-03-07,109.0,6678.0,102.63,97.69407
2014-03-10,108.08000183105467,5500.0,101.12,97.286934
2014-03-11,108.5500030517578,4841.0,99.73,97.40737
2014-03-12,108.0199966430664,5810.0,98.01,97.86739
2014-03-13,107.38999938964844,2507.0,98.28,97.14616
2014-03-14,108.56999969482422,403.0,99.12,96.77166
2014-03-17,108.54000091552734,6790.0,98.02,96.57858
2014-03-18,106.79000091552734,7074.0,99.68,96.04569
2014-03-19,105.8499984741211,8119.0,100.27,96.630775
2014-03-20,106.4499969482422,7396.0,99.23,96.224
2014-03-21,106.91999816894533,4245.0,99.89,96.147446
2014-03-24,106.80999755859376,5090.0,99.86,95.29118
2014-03-25,106.98999786376952,4372.0,99.53,94.93032
2014-03-26,107.02999877929688,4838.0,100.28,95.98708
2014-03-27,107.83000183105467,4863.0,101.3,95.61389
2014-03-28,108.06999969482422,2793.0,101.6,95.948425
2014-03-31,107.76000213623048,4548.0,101.45,95.3823
2014-04-01,105.62000274658205,5824.0,99.58,96.25595
2014-04-02,104.79000091552734,6454.0,99.63,96.337776
2014-04-03,106.1500015258789,5408.0,100.32,95.74118
2014-04-04,106.72000122070312,4765.0,100.32,95.42775
2014-04-07,105.81999969482422,5167.0,100.6,93.82228
2014-04-08,107.66999816894533,6419.0,102.52,94.7802
2014-04-09,107.9800033569336,5342.0,103.48,95.875145
2014-04-10,107.45999908447266,3604.0,103.48,95.18317
2014-04-11,107.33000183105467,3022.0,103.6,96.01471
2014-04-14,109.06999969482422,4039.0,103.65,97.15759
2014-04-15,108.73999786376952,502.0,103.57,96.9886
2014-04-16,108.8000030517578,8875.0,103.77,97.28571
2014-04-17,109.52999877929688,6094.0,104.4,97.257065
2014-04-21,109.9499969482422,3084.0,104.4,98.8111
2014-04-22,109.2699966430664,6487.0,101.96,98.17391
2014-04-23,109.11000061035156,6163.0,101.79,98.14697
2014-04-24,110.33000183105467,6422.0,101.79,97.77274
2014-04-25,109.58000183105467,6164.0,101.79,97.60107
2014-04-28,108.12000274658205,7098.0,100.9,97.621796
2014-04-29,108.9800033569336,9236.0,101.08,98.52525
2014-04-30,108.06999969482422,9600.0,99.76999999999998,98.144714
2014-05-01,107.76000213623048,10420.0,99.46999999999998,98.128136
2014-05-02,108.58999633789062,11576.0,99.79,98.21547
2014-05-05,107.72000122070312,6335.0,99.41,97.324875
2014-05-06,107.05999755859376,8554.0,99.69,97.077705
2014-05-07,108.12999725341795,7544.0,100.73999999999998,97.89814
2014-05-08,108.04000091552734,6115.0,100.15,97.95392
2014-05-09,107.88999938964844,6891.0,100.04,97.480316
2014-05-12,108.41000366210938,7471.0,100.62,97.23029
2014-05-13,109.23999786376952,7626.0,101.74,97.36173
2014-05-14,110.19000244140624,4654.0,102.15000000000002,97.160126
2014-05-15,110.44000244140624,81.0,101.52,97.28698
2014-05-16,110.41999816894533,6131.0,102.03,97.75522
2014-05-19,109.37000274658205,7101.0,102.61,98.3461
2014-05-20,109.69000244140624,10468.0,102.79,98.320305
2014-05-21,110.5500030517578,7242.0,104.3,99.29746
2014-05-22,110.36000061035156,6092.0,104.29,99.035065
2014-05-23,110.54000091552734,5368.0,105.0,99.14826
2014-05-27,110.0199966430664,10773.0,104.18,99.73944
2014-05-28,109.80999755859376,8253.0,104.18,99.36266
2014-05-29,109.97000122070312,7680.0,104.18,99.26886
2014-05-30,109.41000366210938,8969.0,102.75,98.794586
2014-06-02,108.83000183105467,7678.0,102.75,97.985565
2014-06-03,108.81999969482422,5592.0,102.77,98.03877
2014-06-04,108.4000015258789,9443.0,102.52,98.08632
2014-06-05,108.79000091552734,8994.0,102.57,98.01471
2014-06-06,108.61000061035156,7125.0,102.82,97.95414
2014-06-09,109.98999786376952,11311.0,104.41,97.954384
2014-06-10,109.5199966430664,9638.0,104.38,97.62293
2014-06-11,109.9499969482422,6736.0,104.48,98.15079
2014-06-12,113.0199966430664,6415.0,106.53,98.99561
2014-06-13,113.41000366210938,315.0,106.66,98.12328
2014-06-16,113.22000122070312,10542.0,106.76,98.91223
2014-06-17,113.4499969482422,10642.0,106.27,100.55223
2014-06-18,114.26000213623048,12588.0,106.16,100.94827
2014-06-19,115.05999755859376,14027.0,106.62,101.3389
2014-06-20,114.80999755859376,11644.0,107.53,101.838455
2014-06-23,114.12000274658205,11582.0,106.70000000000002,102.31513
2014-06-24,114.45999908447266,11656.0,106.54,103.22631
2014-06-25,114.0,12861.0,107.27,102.58866
2014-06-26,113.20999908447266,9100.0,105.66,101.63061
2014-06-27,113.3000030517578,6922.0,105.71,102.03874
2014-06-30,112.36000061035156,10245.0,105.4,101.276146
2014-07-01,112.29000091552734,11049.0,105.32,101.02649
2014-07-02,111.23999786376952,14223.0,104.36,100.87188
2014-07-03,111.0,11415.0,103.84,100.3878
2014-07-07,110.23999786376952,12446.0,103.46,98.84137
2014-07-08,108.94000244140624,12267.0,103.54,98.18983
2014-07-09,108.27999877929688,10415.0,102.21,98.1345
2014-07-10,108.66999816894533,13514.0,102.98,98.08517
2014-07-11,106.66000366210938,11904.0,100.65,96.98163
2014-07-14,106.9800033569336,5303.0,101.04,96.72904
2014-07-15,106.0199966430664,3894.0,99.84,95.587494
2014-07-16,105.8499984741211,276.0,101.24,95.21215
2014-07-17,105.95999908447266,11847.0,103.09,94.67787
2014-07-18,107.23999786376952,10183.0,103.01,93.66471
2014-07-21,107.68000030517578,9604.0,104.85,95.26547
2014-07-22,107.33000183105467,8368.0,103.89,95.55094
2014-07-23,108.02999877929688,12856.0,106.96,96.12018
2014-07-24,107.06999969482422,8726.0,105.46,95.3096
2014-07-25,108.38999938964844,12114.0,105.82,96.13681
2014-07-28,107.56999969482422,10450.0,101.72,96.363686
2014-07-29,107.72000122070312,11704.0,100.91,95.861244
2014-07-30,106.51000213623048,15571.0,99.93,95.53275
2014-07-31,106.0199966430664,14434.0,99.93,95.19523
2014-08-01,104.83999633789062,14865.0,97.5,95.079124
2014-08-04,105.41000366210938,15245.0,97.5,95.02392
2014-08-05,104.61000061035156,13297.0,97.4,93.295525
2014-08-06,104.58999633789062,11339.0,96.97,91.54576
2014-08-07,105.44000244140624,14652.0,96.97,91.85172
2014-08-08,105.0199966430664,11237.0,97.6,90.899895
2014-08-11,104.68000030517578,6646.0,98.05,91.422966
2014-08-12,103.0199966430664,7832.0,97.37,91.43658
2014-08-13,104.27999877929688,6252.0,97.37,91.51779
2014-08-14,102.01000213623048,301.0,97.37,91.52148
2014-08-15,101.9499969482422,12437.0,97.11,90.20204
2014-08-18,101.5999984741211,9002.0,96.48000000000002,90.28965
2014-08-19,101.55999755859376,13304.0,94.76,90.74155
2014-08-20,102.27999877929688,10201.0,94.76,89.58826
2014-08-21,102.62999725341795,8468.0,94.76,87.89329
2014-08-22,102.29000091552734,9353.0,95.96,88.51015
2014-08-25,102.6500015258789,5087.0,94.87,88.77128
2014-08-26,102.5,8337.0,93.9,89.26889
2014-08-27,102.72000122070312,11601.0,93.89,89.02969
2014-08-28,102.45999908447266,9089.0,93.89,88.78274
2014-08-29,103.19000244140624,9570.0,95.86,89.07349
2014-09-02,100.33999633789062,16273.0,93.0,89.45408
2014-09-03,102.7699966430664,11649.0,95.39,89.466606
2014-09-04,101.83000183105467,10584.0,95.39,88.50841
2014-09-05,100.81999969482422,12409.0,95.39,87.911514
2014-09-08,100.1999969482422,12077.0,92.89,88.44385
2014-09-09,99.16000366210938,10783.0,92.7,88.12113
2014-09-10,98.04000091552734,13104.0,91.62,86.773506
2014-09-11,98.08000183105467,12548.0,91.62,85.82458
2014-09-12,97.11000061035156,7632.0,92.17,85.63648
2014-09-15,96.6500015258789,567.0,92.97,84.3718
2014-09-16,96.62999725341795,16751.0,94.84000000000002,84.4597
2014-09-17,98.97000122070312,14769.0,94.16,84.57813
2014-09-18,97.6999969482422,15316.0,94.16,84.8775
2014-09-19,98.38999938964844,12442.0,92.5,85.582184
2014-09-22,96.97000122070312,12582.0,91.67,85.501434
2014-09-23,96.8499984741211,13561.0,92.43,84.68831
2014-09-24,96.9499969482422,15460.0,94.11,84.3116
2014-09-25,97.0,14271.0,94.11,83.575584
2014-09-26,97.0,11382.0,93.47,83.77069
2014-09-29,97.1999969482422,14463.0,94.57,83.32378
2014-09-30,94.66999816894533,19337.0,91.28,83.68746
2014-10-01,94.16000366210938,19096.0,90.7,83.542694
2014-10-02,93.41999816894533,23807.0,90.7,83.41439
2014-10-03,92.30999755859376,19794.0,90.7,82.527794
2014-10-06,92.79000091552734,14363.0,90.7,80.99527
2014-10-07,92.11000061035156,14586.0,90.7,78.98911
2014-10-08,91.37999725341795,17109.0,90.7,78.22428
2014-10-09,90.05000305175781,23039.0,90.7,78.59316
2014-10-10,90.20999908447266,21001.0,85.86,78.06056
2014-10-13,88.88999938964844,10067.0,85.86,78.12555
2014-10-14,85.04000091552734,16949.0,81.83,77.35796
2014-10-15,83.77999877929688,15846.0,81.49,76.13534
2014-10-16,84.47000122070312,233.0,81.49,75.13974
2014-10-17,84.54000091552734,19641.0,83.09,73.99808
2014-10-20,85.4000015258789,20345.0,82.85,73.03365
2014-10-21,86.22000122070312,19391.0,83.42999999999999,72.83667
2014-10-22,84.70999908447266,17458.0,81.34000000000002,73.89217
2014-10-23,86.83000183105469,24796.0,81.34000000000002,73.69242
2014-10-24,86.12999725341797,19344.0,81.34000000000002,74.11587
2014-10-27,85.83000183105469,15291.0,81.34000000000002,74.52582
2014-10-28,86.02999877929688,13937.0,81.39,74.28654
2014-10-29,87.12000274658203,14546.0,81.39,74.33908
2014-10-30,86.23999786376953,12493.0,81.39,74.01755
2014-10-31,85.86000061035156,11967.0,81.39,74.47474
2014-11-03,84.77999877929688,14973.0,78.3,73.23019
2014-11-04,82.81999969482422,18879.0,77.21,72.08429
2014-11-05,82.94999694824219,28238.0,78.87,71.869415
2014-11-06,82.86000061035156,17660.0,78.87,72.00174
2014-11-07,83.38999938964844,14848.0,78.68,70.65395
2014-11-10,82.33999633789062,17349.0,77.36,70.96481
2014-11-11,81.66999816894531,20813.0,77.83,70.18038
2014-11-12,80.37999725341797,8560.0,77.83,71.048035
2014-11-13,77.91999816894531,467.0,77.83,70.650215
2014-11-14,77.73999786376953,15018.0,75.97000000000001,69.40646
2014-11-17,79.30999755859375,12896.0,75.56,69.47187
2014-11-18,78.47000122070312,15851.0,74.45,67.77801
2014-11-19,78.0999984741211,21619.0,74.46,67.25462
2014-11-20,79.33000183105469,16540.0,74.46,67.16739
2014-11-21,80.36000061035156,19896.0,74.46,67.69527
2014-11-24,79.68000030517578,11108.0,75.85,67.71153
2014-11-25,78.33000183105469,16700.0,73.97,67.686966
2014-11-26,77.75,13570.0,73.75,68.57269
2014-11-28,70.1500015258789,20894.0,73.75,67.893845
2014-12-01,72.54000091552734,25064.0,69.21,63.80641
2014-12-02,70.54000091552734,16953.0,67.07,64.241005
2014-12-03,69.91999816894531,22352.0,67.28,63.86045
2014-12-04,69.63999938964844,17516.0,67.28,61.5876
2014-12-05,69.06999969482422,19073.0,65.7,61.558407
2014-12-08,66.19000244140625,14787.0,63.11,60.83445
2014-12-09,66.83999633789062,14593.0,63.77,60.052223
2014-12-10,64.23999786376953,17189.0,60.99,59.2826
2014-12-11,63.68000030517578,17122.0,60.99,58.05065
2014-12-12,61.84999847412109,16645.0,57.73,58.079933
2014-12-15,61.060001373291016,13288.0,55.54,56.50584
2014-12-16,59.86000061035156,732.0,55.93,56.560604
2014-12-17,59.79999923706055,27234.0,56.16,55.437305
2014-12-18,59.27000045776367,23123.0,56.16,55.051582
2014-12-19,61.380001068115234,15698.0,57.75,54.986546
2014-12-22,60.11000061035156,20497.0,57.75,54.661777
2014-12-23,61.68999862670898,13242.0,57.02,53.819534
2014-12-24,60.2400016784668,6504.0,55.61,53.916866
2014-12-26,59.45000076293945,2778.0,55.61,53.72651
2014-12-29,57.880001068115234,11672.0,53.58,53.55923
2014-12-30,57.900001525878906,8111.0,53.77,53.63068
2014-12-31,57.33000183105469,8412.0,53.77,53.515633
2015-01-02,56.41999816894531,16707.0,53.0,51.840343
2015-01-05,53.11000061035156,30065.0,49.95,51.16365
2015-01-06,51.09999847412109,35494.0,49.95,47.904762
2015-01-07,51.150001525878906,37082.0,48.56,47.52324
2015-01-08,50.959999084472656,29469.0,48.61,45.226517
2015-01-09,50.11000061035156,48123.0,48.36,44.044186
2015-01-12,47.43000030517578,29297.0,46.01,43.351547
2015-01-13,46.59000015258789,33516.0,46.09,43.516087
2015-01-14,48.68999862670898,17863.0,48.11,42.603138
2015-01-15,47.66999816894531,2088.0,48.11,42.08576
2015-01-16,47.68999862670898,29134.0,48.4,40.89929
2015-01-20,47.9900016784668,33926.0,46.33,42.132072
2015-01-21,49.02999877929688,28618.0,47.17,41.815773
2015-01-22,48.52000045776367,33790.0,47.17,41.67183
2015-01-23,48.790000915527344,29460.0,45.35,41.65464
2015-01-26,48.15999984741211,25814.0,45.14,41.840622
2015-01-27,49.59999847412109,25318.0,45.98,41.14035
2015-01-28,48.470001220703125,29379.0,44.43,41.00221
2015-01-29,49.130001068115234,26641.0,44.43,40.785507
2015-01-30,52.9900016784668,35139.0,44.43,41.164005
2015-02-02,54.75,43658.0,49.6,41.432327
2015-02-03,57.90999984741211,55610.0,52.74,41.471886
2015-02-04,54.15999984741211,42937.0,48.75,41.83401
2015-02-05,56.56999969482422,48325.0,48.75,44.62254
2015-02-06,57.79999923706055,38508.0,52.04999999999999,46.43036
2015-02-09,58.34000015258789,35734.0,52.78,46.227177
2015-02-10,56.43000030517578,23490.0,50.3,47.242706
2015-02-11,54.65999984741211,25029.0,49.13,47.19667
2015-02-12,57.04999923706055,961.0,49.13,47.40671
2015-02-13,57.38999938964844,36448.0,52.84,46.63229
2015-02-17,62.52999877929688,40754.0,52.84,47.27977
2015-02-18,60.52999877929688,24334.0,52.84,49.48053
2015-02-19,60.209999084472656,39699.0,52.84,50.075947
2015-02-20,60.220001220703125,33712.0,52.84,50.37307
2015-02-23,58.900001525878906,42658.0,48.47,50.37939
2015-02-24,58.65999984741211,37567.0,48.47,50.364967
2015-02-25,61.630001068115234,34789.0,48.47,49.9685
2015-02-26,60.04999923706055,31062.0,48.47,49.400566
2015-02-27,62.58000183105469,30548.0,49.3,49.361835
2015-03-02,59.540000915527344,36182.0,49.3,50.258408
2015-03-03,61.02000045776367,35924.0,50.36999999999999,50.31285
2015-03-04,60.54999923706055,29920.0,51.72,50.399765
2015-03-05,60.47999954223633,29245.0,51.72,49.85696
2015-03-06,59.72999954223633,22107.0,49.63,49.975655
2015-03-09,58.52999877929688,21968.0,50.03000000000001,48.438557
2015-03-10,56.38999938964844,24701.0,48.59,48.896854
2015-03-11,57.540000915527344,23434.0,48.22,47.911545
2015-03-12,57.08000183105469,16466.0,48.22,47.368496
2015-03-13,54.66999816894531,11914.0,45.08,45.414833
2015-03-16,53.43999862670898,510.0,43.9,45.459305
2015-03-17,53.43000030517578,25633.0,43.18,45.657944
2015-03-18,55.90999984741211,23370.0,44.67,44.081448
2015-03-19,54.43000030517578,19163.0,44.67,42.708405
2015-03-20,55.31999969482422,17597.0,45.38,42.287025
2015-03-23,55.91999816894531,20185.0,45.38,43.350143
2015-03-24,55.11000061035156,16166.0,47.0,43.188164
2015-03-25,56.47999954223633,25158.0,48.56,44.26581
2015-03-26,59.18999862670898,32679.0,48.56,44.667595
2015-03-27,56.40999984741211,23801.0,48.47,44.335575
2015-03-30,56.290000915527344,21505.0,48.6,44.72714
2015-03-31,55.11000061035156,21606.0,47.63,46.205055
2015-04-01,57.09999847412109,27858.0,47.63,45.871555
2015-04-02,54.95000076293945,28427.0,47.63,44.390327
2015-04-06,58.119998931884766,14071.0,52.06,45.022697
2015-04-07,59.09999847412109,23259.0,53.85,44.48947
2015-04-08,55.54999923706055,24755.0,50.71,44.85623
2015-04-09,56.56999969482422,20538.0,50.71,44.875774
2015-04-10,57.869998931884766,16883.0,51.76,46.553818
2015-04-13,57.93000030517578,14746.0,51.88,45.849022
2015-04-14,58.43000030517578,15993.0,53.25,45.354725
2015-04-15,60.31999969482422,823.0,55.84,45.760353
2015-04-16,60.400001525878906,26829.0,55.84,45.774193
2015-04-17,63.45000076293945,18872.0,55.9,46.488186
2015-04-20,63.45000076293945,18561.0,56.32,47.29182
2015-04-21,62.08000183105469,16815.0,55.5,48.55403
2015-04-22,62.72999954223633,19144.0,55.19,49.372513
2015-04-23,64.8499984741211,32671.0,55.19,48.852604
2015-04-24,65.27999877929688,20163.0,55.98,48.889668
2015-04-27,64.83000183105469,17993.0,56.96,48.919064
2015-04-28,64.63999938964844,18757.0,56.94,50.505215
2015-04-29,65.83999633789062,23625.0,58.48,50.629036
2015-04-30,66.77999877929688,26652.0,58.48,50.75614
2015-05-01,66.45999908447266,19131.0,59.28000000000001,50.88132
2015-05-04,66.44999694824219,15798.0,58.98,51.988247
2015-05-05,67.5199966430664,33003.0,60.51,52.41033
2015-05-06,67.7699966430664,34300.0,60.89,53.312386
2015-05-07,65.54000091552734,23841.0,60.89,53.262848
2015-05-08,65.38999938964844,37090.0,59.37,54.46956
2015-05-11,64.91000366210938,20593.0,59.18,55.140617
2015-05-12,66.86000061035156,24717.0,60.59,53.845703
2015-05-13,66.80999755859375,13803.0,60.24,53.41185
2015-05-14,66.58999633789062,447.0,60.24,52.67217
2015-05-15,66.56999969482422,14466.0,59.92,54.26291
2015-05-18,66.2699966430664,14256.0,59.65,55.381706
2015-05-19,64.0199966430664,23142.0,57.3,54.915684
2015-05-20,65.02999877929688,15742.0,58.38,54.694736
2015-05-21,66.54000091552734,22573.0,58.38,54.37639
2015-05-22,65.37000274658203,15935.0,59.09,53.192875
2015-05-26,63.720001220703125,19097.0,58.07,54.497913
2015-05-27,62.060001373291016,21550.0,57.59,53.32011
2015-05-28,62.58000183105469,21318.0,57.59,53.248554
2015-05-29,65.55999755859375,24899.0,60.23,51.544235
2015-06-01,64.87999725341797,20587.0,60.26,50.98801
2015-06-02,65.48999786376953,23176.0,61.34,52.66985
2015-06-03,63.79999923706055,23281.0,59.7,52.692665
2015-06-04,62.02999877929688,20041.0,59.7,52.341923
2015-06-05,63.310001373291016,24912.0,59.0,53.18984
2015-06-08,62.68999862670898,18851.0,58.2,52.877205
2015-06-09,64.87999725341797,23651.0,59.98,51.499462
2015-06-10,65.69999694824219,27640.0,61.23,51.028187
2015-06-11,65.11000061035156,12496.0,61.23,51.93407
2015-06-12,63.869998931884766,11735.0,60.0,53.2301
2015-06-15,62.61000061035156,837.0,59.61999999999999,53.725124
2015-06-16,62.630001068115234,22148.0,60.03,53.253273
2015-06-17,63.869998931884766,30479.0,59.94,53.050003
2015-06-18,64.26000213623047,18570.0,59.94,52.246914
2015-06-19,63.02000045776367,19112.0,59.63,52.15656
2015-06-22,63.34000015258789,22360.0,59.84,52.280487
2015-06-23,64.44999694824219,25137.0,60.97,52.84088
2015-06-24,63.4900016784668,25722.0,60.12,51.900566
2015-06-25,63.20000076293945,19341.0,60.12,51.82706
2015-06-26,63.2599983215332,19797.0,60.12,52.279034
2015-06-29,62.0099983215332,28570.0,58.28,52.373196
2015-06-30,63.59000015258789,28326.0,59.38,51.70358
2015-07-01,62.0099983215332,34865.0,59.38,51.597836
