date,Brent Futures Adj Close,Brent Futures Volume,Actual,Predicted
2015-07-02,62.06999969482422,28960.0,59.38,51.231144
2015-07-06,56.540000915527344,44988.0,52.54,51.24933
2015-07-07,56.84999847412109,48111.0,52.91,51.060795
2015-07-08,57.04999923706055,43120.0,51.66,49.50985
2015-07-09,58.61000061035156,45873.0,51.66,48.189663
2015-07-10,58.72999954223633,27423.0,51.66,46.25604
2015-07-13,57.84999847412109,31544.0,52.16,47.035606
2015-07-14,58.5099983215332,25176.0,52.81,48.257492
2015-07-15,57.04999923706055,9759.0,51.36,48.369602
2015-07-16,57.5099983215332,935.0,51.36,48.105316
2015-07-17,57.52000045776367,18931.0,51.36,47.77523
2015-07-20,56.650001525878906,20026.0,50.02,47.74097
2015-07-21,57.040000915527344,24714.0,50.46,47.503403
2015-07-22,56.130001068115234,25241.0,50.46,46.805954
2015-07-23,55.27000045776367,28668.0,50.46,46.74394
2015-07-24,54.619998931884766,23004.0,47.75,46.771656
2015-07-27,53.470001220703125,27516.0,47.12,46.950745
2015-07-28,53.29999923706055,38323.0,47.77,46.67524
2015-07-29,53.380001068115234,46631.0,48.67,45.8231
2015-07-30,53.310001373291016,33368.0,48.67,45.845333
2015-07-31,52.209999084472656,30224.0,46.92,45.886463
2015-08-03,49.52000045776367,40476.0,46.92,45.04539
2015-08-04,49.9900016784668,25495.0,45.73,44.531487
2015-08-05,49.59000015258789,43403.0,45.17,43.619434
2015-08-06,49.52000045776367,37183.0,45.17,41.5207
2015-08-07,48.61000061035156,36781.0,43.76,41.235477
2015-08-10,50.40999984741211,25425.0,44.75,41.446598
2015-08-11,49.18000030517578,29670.0,43.23,40.604057
2015-08-12,49.65999984741211,21347.0,43.31999999999999,40.648876
2015-08-13,49.220001220703125,18543.0,43.31999999999999,41.235725
2015-08-14,49.02999877929688,392.0,42.34,40.59197
2015-08-17,49.02999877929688,17487.0,41.92,41.32759
2015-08-18,48.810001373291016,16384.0,42.4,41.105396
2015-08-19,47.15999984741211,25829.0,40.72,40.88799
2015-08-20,46.619998931884766,21904.0,40.72,40.89057
2015-08-21,45.459999084472656,29553.0,40.06,40.285946
2015-08-24,42.68999862670898,38819.0,37.82,39.80078
2015-08-25,43.209999084472656,37063.0,39.09,39.799545
2015-08-26,43.13999938964844,37502.0,38.85,39.098392
2015-08-27,47.560001373291016,41974.0,38.85,38.31876
2015-08-28,50.04999923706055,46963.0,38.85,37.75061
2015-08-31,54.150001525878906,42864.0,48.66,37.49324
2015-09-01,49.560001373291016,47532.0,45.25,38.920074
2015-09-02,50.5,49127.0,46.0,41.325497
2015-09-03,50.68000030517578,38231.0,46.0,41.15411
2015-09-04,49.61000061035156,23953.0,45.96,40.846565
2015-09-08,49.52000045776367,34271.0,45.7,41.334793
2015-09-09,47.58000183105469,22039.0,44.35,40.31285
2015-09-10,48.88999938964844,23873.0,44.35,39.17088
2015-09-11,48.13999938964844,14408.0,44.76,40.80314
2015-09-14,46.369998931884766,13286.0,44.11,40.162914
2015-09-15,46.630001068115234,313.0,44.67,40.162907
2015-09-16,46.61000061035156,29740.0,47.03,39.966286
2015-09-17,49.08000183105469,25780.0,46.99,39.32465
2015-09-18,47.470001220703125,20464.0,44.87,39.377537
2015-09-21,48.91999816894531,18265.0,46.44,41.220535
2015-09-22,49.08000183105469,17143.0,46.44,40.938923
2015-09-23,47.75,22344.0,46.44,40.15667
2015-09-24,48.16999816894531,21355.0,46.44,39.94255
2015-09-25,48.59999847412109,18510.0,45.52,39.66863
2015-09-28,47.34000015258789,17889.0,45.52,40.54297
2015-09-29,48.22999954223633,15186.0,45.24,39.86571
2015-09-30,48.369998931884766,23384.0,45.17,39.946407
2015-10-01,47.68999862670898,23765.0,45.17,39.485508
2015-10-02,48.130001068115234,21721.0,45.64,40.01603
2015-10-05,49.25,19936.0,46.37,39.928974
2015-10-06,51.91999816894531,27925.0,48.52,39.857433
2015-10-07,51.33000183105469,28754.0,47.84,39.705143
2015-10-08,53.04999923706055,28101.0,47.84,41.387936
2015-10-09,52.650001525878906,32991.0,49.62,42.60396
2015-10-12,49.86000061035156,30617.0,47.27000000000001,42.691113
2015-10-13,49.2400016784668,18780.0,47.27000000000001,43.298912
2015-10-14,49.150001525878906,8412.0,47.27000000000001,43.37996
2015-10-15,48.709999084472656,342.0,47.27000000000001,42.91423
2015-10-16,48.72999954223633,21575.0,47.27000000000001,41.9706
2015-10-19,48.61000061035156,18932.0,46.09,41.68517
2015-10-20,48.709999084472656,25631.0,45.84,41.381065
2015-10-21,47.84999847412109,20633.0,44.75,41.88763
2015-10-22,48.08000183105469,18472.0,44.75,40.78807
2015-10-23,47.9900016784668,22871.0,43.92,40.579388
2015-10-26,47.540000915527344,15230.0,43.97,40.401546
2015-10-27,46.810001373291016,19347.0,43.19,39.667225
2015-10-28,49.04999923706055,32294.0,45.63000000000001,39.437813
2015-10-29,48.79999923706055,23743.0,45.63000000000001,39.647976
2015-10-30,49.560001373291016,22329.0,46.38,39.003613
2015-11-02,48.790000915527344,19352.0,46.15,40.256886
2015-11-03,50.540000915527344,31478.0,47.98,40.23758
2015-11-04,48.58000183105469,35211.0,46.54,39.52613
2015-11-05,47.97999954223633,26058.0,46.54,39.19041
2015-11-06,47.41999816894531,24275.0,44.39,39.478367
2015-11-09,47.18999862670898,19896.0,44.0,38.819805
2015-11-10,47.43999862670898,24475.0,44.26,38.47926
2015-11-11,45.810001373291016,23241.0,43.07,37.5724
2015-11-12,44.060001373291016,13932.0,43.07,37.0941
2015-11-13,43.61000061035156,687.0,40.79,37.120564
2015-11-16,43.58000183105469,35040.0,42.06,36.409603
2015-11-17,43.56999969482422,29198.0,40.75,35.527443
2015-11-18,44.13999938964844,28751.0,40.95,34.83849
2015-11-19,44.18000030517578,23334.0,40.95,33.690865
2015-11-20,44.65999984741211,29144.0,40.08,34.167484
